#chrom,start,end,region,0X,1X,10X,30X,100X,500X,1000X,5000X,10000X,mixture,batch,1X_ratio,10X_ratio,30X_ratio,100X_ratio,500X_ratio,1000X_ratio,5000X_ratio,10000X_ratio
MN908947.3,21563,25384,S,3821,2167,2075,2075,2037,1302,1087,556,44,o4,illumina_ss: wb,0.567129023815755,0.5430515571839832,0.5430515571839832,0.5331065166186862,0.3407484951583355,0.28448050248626017,0.14551164616592516,0.011515310128238681
MN908947.3,21563,25384,S,3821,3583,3583,3583,3568,3219,3025,1442,306,0-2,illumina_ss: wb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.9337869667626276,0.842449620518189,0.7916775713164094,0.3773881182936404,0.08008374771002355
MN908947.3,21563,25384,S,3821,3583,3535,3229,3074,2272,2000,1047,282,a,illumina_ss: wb,0.9377126406699817,0.9251504841664486,0.845066736456425,0.8045014394137661,0.5946087411672337,0.5234231876472127,0.27401203873331587,0.073802669458257
MN908947.3,21563,25384,S,3821,2083,2083,1875,1799,1334,1175,208,0,g,illumina_ss: wb,0.5451452499345721,0.5451452499345721,0.49070923841926195,0.4708191572886679,0.3491232661606909,0.3075111227427375,0.05443601151531013,0.0
MN908947.3,21563,25384,S,3821,3365,3365,3104,3076,2402,1884,685,60,i,illumina_ss: wb,0.8806595132164355,0.8806595132164355,0.8123527872284743,0.8050248626014133,0.6286312483643025,0.49306464276367445,0.17927244176917037,0.015702695629416383
MN908947.3,21563,25384,S,3821,2825,2497,2142,2036,1630,1416,728,429,d,illumina_ss: wb,0.7393352525516881,0.6534938497775451,0.5605862339701648,0.5328448050248626,0.4265898979324784,0.37058361685422664,0.19052604030358544,0.11227427375032714
MN908947.3,21563,25384,S,3821,1334,1334,1334,1281,749,749,666,379,0-3,illumina_ss: wb,0.3491232661606909,0.3491232661606909,0.3491232661606909,0.3352525516880398,0.1960219837738812,0.1960219837738812,0.17429992148652185,0.09918869405914682
MN908947.3,21563,25384,S,3821,3583,3583,3583,3510,3051,2785,853,68,o3-2,illumina_ss: wb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.9186076943208584,0.7984820727558231,0.7288667887987438,0.22323998953153626,0.017796388380005235
MN908947.3,21563,25384,S,3821,3388,3030,2849,2675,1648,1320,658,252,o5-2,illumina_ss: wb,0.8866788798743784,0.7929861292855274,0.7456163308034546,0.7000785134781471,0.4313007066213033,0.34545930384716045,0.172206228735933,0.0659513216435488
MN908947.3,21563,25384,S,3821,3099,3003,2865,2465,1721,1564,593,381,o5-3,illumina_ss: wb,0.8110442292593562,0.78591991625229,0.7498037163046323,0.6451190787751897,0.4504056529704266,0.4093169327401204,0.15519497513739858,0.09971211724679403
MN908947.3,21563,25384,S,3821,3732,3681,3583,3583,3076,2953,1365,240,o4-2,illumina_ss: wb,0.976707668149699,0.9633603768646951,0.9377126406699817,0.9377126406699817,0.8050248626014133,0.7728343365611097,0.3572363255692227,0.06281078251766553
MN908947.3,21563,25384,S,3821,3744,3743,3614,3244,2966,2718,1243,252,o4-3,illumina_ss: wb,0.9798482072755823,0.9795864956817587,0.9458257000785135,0.8489924103637791,0.7762365872808166,0.7113321120125622,0.32530751112274275,0.0659513216435488
MN908947.3,21563,25384,S,3821,3477,3305,2901,2325,1909,1486,609,260,o2-2,illumina_ss: wb,0.9099712117246794,0.8649568175870191,0.7592253336822822,0.6084794556398848,0.4996074326092646,0.3889034284218791,0.15938236063857628,0.06804501439413765
MN908947.3,21563,25384,S,3821,3772,3662,3583,3564,3063,2882,979,261,o2o3o4o5-2,illumina_ss: wb,0.9871761319026433,0.9583878565820466,0.9377126406699817,0.9327401203873331,0.8016226118817064,0.7542528133996336,0.2562156503533107,0.06830672598796127
MN908947.3,21563,25384,S,3821,3317,3078,2783,2647,1910,1478,692,457,o2o3o4o5-3,illumina_ss: wb,0.8680973567129023,0.8055482857890605,0.7283433656110966,0.6927505888510861,0.4998691442030882,0.38680973567129023,0.18110442292593562,0.11960219837738811
MN908947.3,21563,25384,S,3821,3583,3394,3269,2851,2236,1849,909,139,0adgio1-2,illumina_ss: wb,0.9377126406699817,0.88824914943732,0.8555352002093692,0.7461397539911018,0.5851871237895839,0.4839047369798482,0.2378958387856582,0.03637791154148129
MN908947.3,21563,25384,S,3821,3685,3583,3583,3581,3094,2957,1445,227,0aio1o2o3o4o5,illumina_ss: wb,0.9644072232399895,0.9377126406699817,0.9377126406699817,0.9371892174823344,0.8097356712902382,0.7738811829364041,0.37817325307511124,0.05940853179795865
MN908947.3,21563,25384,S,3821,1896,1895,1895,1821,1407,1367,717,500,0-4,illumina_ss: wb,0.4962051818895577,0.4959434702957341,0.4959434702957341,0.4765768123527872,0.3682282125098142,0.35775974875686994,0.18764721277152577,0.13085579691180318
MN908947.3,21563,25384,S,3821,3583,3583,3583,3362,3067,2853,1280,292,a-2,illumina_ss: wb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8798743784349646,0.8026694582570008,0.746663177178749,0.33499084009421615,0.07641978539649306
MN908947.3,21563,25384,S,3821,915,915,703,550,439,439,404,273,g-2,illumina_ss: wb,0.23946610834859985,0.23946610834859985,0.1839832504579953,0.1439413766029835,0.1148913896885632,0.1148913896885632,0.10573148390473698,0.07144726511384454
MN908947.3,21563,25384,S,3821,3446,3246,3219,2932,2254,2016,831,463,i-2,illumina_ss: wb,0.9018581523161476,0.8495158335514263,0.842449620518189,0.767338393090814,0.5898979324784088,0.5276105731483904,0.2174823344674169,0.12117246794032975
MN908947.3,21563,25384,S,3821,3583,3583,3496,2811,2444,2222,846,167,d-2,illumina_ss: wb,0.9377126406699817,0.9377126406699817,0.9149437320073279,0.7356712902381576,0.639623135304894,0.5815231614760534,0.221408008374771,0.04370583616854227
MN908947.3,21563,25384,S,3821,1997,1823,1508,1013,736,670,269,18,o1-2,illumina_ss: wb,0.5226380528657419,0.47710023554043446,0.39466108348599843,0.26511384454331327,0.1926197330541743,0.17534676786181627,0.07040041873855012,0.004710808688824915
MN908947.3,21563,25384,S,3821,3583,3557,3193,2708,1704,1530,543,170,o2-3,illumina_ss: wb,0.9377126406699817,0.9309081392305679,0.8356451190787751,0.7087149960743261,0.44595655587542526,0.4004187385501178,0.14210939544621826,0.04449097095001309
MN908947.3,21563,25384,S,3821,3583,3583,3583,3444,2923,2786,1190,316,o3-4,illumina_ss: wb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.9013347291285004,0.7649829887464015,0.7291285003925674,0.3114367966500916,0.08270086364825961
MN908947.3,21563,25384,S,3821,3608,3206,3098,2779,1909,1270,354,0,0adgio1o2o3o4o5,illumina_ss: nwrb,0.9442554305155718,0.839047369798482,0.8107825176655326,0.7272965192358022,0.4996074326092646,0.3323737241559801,0.09264590421355666,0.0
MN908947.3,21563,25384,S,3821,3583,3374,3349,2901,1502,1284,222,0,0adgio1,illumina_ss: nwrb,0.9377126406699817,0.8830149175608479,0.8764721277152577,0.7592253336822822,0.3930908139230568,0.3360376864695106,0.05809997382884062,0.0
MN908947.3,21563,25384,S,3821,3441,2908,2580,2247,1060,706,3,0,o2o3o4o5,illumina_ss: nwrb,0.9005495943470295,0.7610573148390474,0.6752159120649045,0.5880659513216435,0.27741428945302277,0.18476838523946612,0.0007851347814708192,0.0
MN908947.3,21563,25384,S,3821,3583,3583,3228,3015,2392,1765,345,0,0agio1o2,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.8448050248626015,0.7890604553781733,0.6260141324260665,0.46192096309866526,0.0902904998691442,0.0
MN908947.3,21563,25384,S,3821,3583,3452,3094,2923,2205,1376,189,0,0o5o3o4,illumina_ss: nwrb,0.9377126406699817,0.9034284218790892,0.8097356712902382,0.7649829887464015,0.5770740643810521,0.3601151531012824,0.049463491232661604,0.0
MN908947.3,21563,25384,S,3821,3583,3583,3561,3096,2654,2087,388,3,adgio1o2o3,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.9319549856058623,0.8102590944778854,0.6945825700078514,0.5461920963098665,0.10154409840355928,0.0007851347814708192
MN908947.3,21563,25384,S,3821,3583,3583,3583,3410,2990,2777,927,67,agio3o4o5,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8924365349384977,0.7825176655325831,0.726773096048155,0.24260664747448313,0.01753467678618163
MN908947.3,21563,25384,S,3821,3583,3583,3583,3359,2853,2449,519,93,o1o2o3o4o5,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8790892436534938,0.746663177178749,0.640931693274012,0.1358283171944517,0.024339178225595393
MN908947.3,21563,25384,S,3821,3609,3583,3417,3030,2712,2313,638,3,0,illumina_ss: nwrb,0.9445171421093954,0.9377126406699817,0.894268516095263,0.7929861292855274,0.7097618424496205,0.6053389165140016,0.16697199685946087,0.0007851347814708192
MN908947.3,21563,25384,S,3821,3583,3135,2982,2501,1664,915,267,0,o1o2,illumina_ss: nwrb,0.9377126406699817,0.8204658466370061,0.7804239727819943,0.6545406961528396,0.435488092122481,0.23946610834859985,0.0698769955509029,0.0
MN908947.3,21563,25384,S,3821,3404,2666,2335,2057,1225,795,199,0,o3,illumina_ss: nwrb,0.8908662653755561,0.6977231091337346,0.6110965715781209,0.5383407484951583,0.3205967024339178,0.2080607170897671,0.05208060717089767,0.0
MN908947.3,21563,25384,S,3821,3583,3583,3505,3188,2514,1890,541,32,o5,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.9172991363517404,0.8343365611096571,0.6579429468725465,0.49463491232661605,0.14158597225857106,0.008374771002355404
MN908947.3,21563,25384,S,3821,3541,3014,2863,2628,1336,752,156,0,o4,illumina_ss: nwrb,0.9267207537293902,0.7887987437843497,0.7492802931169851,0.6877780685684376,0.34964668934833815,0.196807118555352,0.040827008636482594,0.0
MN908947.3,21563,25384,S,3821,3584,3583,3583,3365,2911,2617,223,0,0-2,illumina_ss: nwrb,0.9379743522638053,0.9377126406699817,0.9377126406699817,0.8806595132164355,0.7618424496205182,0.6848992410363779,0.058361685422664226,0.0
MN908947.3,21563,25384,S,3821,3583,3583,3565,3274,2538,1795,323,3,a,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.9330018319811567,0.8568437581784873,0.664224025124313,0.46977231091337346,0.08453284480502486,0.0007851347814708192
MN908947.3,21563,25384,S,3821,3583,3457,2861,2634,1890,1537,249,3,g,illumina_ss: nwrb,0.9377126406699817,0.9047369798482072,0.7487568699293379,0.6893483381313792,0.49463491232661605,0.40225071970688303,0.065166186862078,0.0007851347814708192
MN908947.3,21563,25384,S,3821,2028,1762,1511,1356,1082,1020,254,8,i,illumina_ss: nwrb,0.5307511122742737,0.46113582831719446,0.39544621826746923,0.35488092122481024,0.2831719445171421,0.2669458257000785,0.06647474483119602,0.002093692750588851
MN908947.3,21563,25384,S,3821,3300,2743,2215,1892,1398,779,0,0,d,illumina_ss: nwrb,0.863648259617901,0.7178749018581523,0.5796911803192881,0.4951583355142633,0.36587280816540174,0.20387333158858936,0.0,0.0
MN908947.3,21563,25384,S,3821,3285,2853,2624,1937,956,516,0,0,0-3,illumina_ss: nwrb,0.8597225857105469,0.746663177178749,0.6867312221931432,0.5069353572363255,0.2501962836953677,0.13504318241298088,0.0,0.0
MN908947.3,21563,25384,S,3821,3583,3583,3583,3339,2753,2170,501,3,o3-2,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8738550117770217,0.7204920177963884,0.5679141585972258,0.1311175085056268,0.0007851347814708192
MN908947.3,21563,25384,S,3821,3323,2763,2674,1929,1380,1238,219,0,o5-2,illumina_ss: nwrb,0.869667626275844,0.7231091337346245,0.6998168018843235,0.5048416644857368,0.3611619994765768,0.3239989531536247,0.0573148390473698,0.0
MN908947.3,21563,25384,S,3821,3285,2541,2453,2035,929,707,0,0,o5-3,illumina_ss: nwrb,0.8597225857105469,0.6650091599057838,0.6419785396493065,0.532583093431039,0.24313007066213033,0.18503009683328972,0.0,0.0
MN908947.3,21563,25384,S,3821,3583,3583,3582,3221,2773,2276,533,74,o4-2,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.9374509290761581,0.8429730437058361,0.7257262496728605,0.5956555875425281,0.1394922795079822,0.019366657942946872
MN908947.3,21563,25384,S,3821,3619,3583,3432,3072,2491,1980,21,0,o4-3,illumina_ss: nwrb,0.9471342580476315,0.9377126406699817,0.8981941900026171,0.8039780162261189,0.6519235802146035,0.5181889557707406,0.005495943470295734,0.0
MN908947.3,21563,25384,S,3821,3583,3141,3083,2815,1957,1335,269,0,o2-2,illumina_ss: nwrb,0.9377126406699817,0.8220361161999477,0.8068568437581785,0.736718136613452,0.5121695891127978,0.34938497775451455,0.07040041873855012,0.0
MN908947.3,21563,25384,S,3821,3583,3567,3392,2433,2093,1684,607,280,o2o3o4o5-2,illumina_ss: nwrb,0.9377126406699817,0.933525255168804,0.8877257262496728,0.6367443077728343,0.5477623658728081,0.44072232399895317,0.15885893745092908,0.07327924627060979
MN908947.3,21563,25384,S,3821,3583,3546,3230,2588,1971,1414,481,8,o2o3o4o5-3,illumina_ss: nwrb,0.9377126406699817,0.9280293116985082,0.8453284480502486,0.6773096048154933,0.5158335514263281,0.37006019366657944,0.12588327662915466,0.002093692750588851
MN908947.3,21563,25384,S,3821,3583,3365,3212,2967,2084,1548,405,146,0adgio1-2,illumina_ss: nwrb,0.9377126406699817,0.8806595132164355,0.8406176393614238,0.7764982988746402,0.5454069615283957,0.4051295472389427,0.10599319549856058,0.03820989269824653
MN908947.3,21563,25384,S,3821,3610,3583,3583,3510,3088,2923,1243,197,0aio1o2o3o4o5,illumina_ss: nwrb,0.944778853703219,0.9377126406699817,0.9377126406699817,0.9186076943208584,0.8081654017272966,0.7649829887464015,0.32530751112274275,0.05155718398325046
MN908947.3,21563,25384,S,3821,2786,2743,2479,2282,1319,1019,228,0,0-4,illumina_ss: nwrb,0.7291285003925674,0.7178749018581523,0.6487830410887202,0.5972258571054698,0.34519759225333685,0.2666841141062549,0.05967024339178226,0.0
MN908947.3,21563,25384,S,3821,3583,3583,3487,3361,2842,2499,591,44,a-2,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.9125883276629154,0.879612666841141,0.7437843496466894,0.6540172729651924,0.15467155194975138,0.011515310128238681
MN908947.3,21563,25384,S,3821,2794,2397,2363,2060,1104,805,0,0,g-2,illumina_ss: nwrb,0.7312221931431563,0.6273226903951845,0.6184244962051819,0.5391258832766291,0.28892959958126146,0.21067783302800314,0.0,0.0
MN908947.3,21563,25384,S,3821,3583,3583,3297,2823,2157,1602,320,157,i-2,illumina_ss: nwrb,0.9377126406699817,0.9377126406699817,0.8628631248364302,0.7388118293640408,0.5645119078775189,0.4192619733054174,0.08374771002355404,0.0410887202303062
MN908947.3,21563,25384,S,3821,3583,3279,3174,2745,2295,2015,647,156,d-2,illumina_ss: nwrb,0.9377126406699817,0.8581523161476053,0.8306725987961266,0.7183983250457995,0.6006281078251766,0.5273488615545668,0.16932740120387332,0.040827008636482594
MN908947.3,21563,25384,S,3821,2303,2131,1805,1468,963,635,0,0,o1-2,illumina_ss: nwrb,0.6027218005757655,0.5577074064381052,0.4723894268516095,0.3841926197330542,0.252028264852133,0.16618686207799005,0.0,0.0
MN908947.3,21563,25384,S,3821,3583,3472,3240,2646,2236,1943,477,153,o2-3,illumina_ss: nwrb,0.9377126406699817,0.9086626537555613,0.8479455639884846,0.6924888772572625,0.5851871237895839,0.5085056267992673,0.12483643025386025,0.040041873855011775
MN908947.3,21563,25384,S,3821,3528,3221,2680,2580,1707,1615,513,94,o3-4,illumina_ss: nwrb,0.9233185030096833,0.8429730437058361,0.7013870714472651,0.6752159120649045,0.4467416906568961,0.4226642240251243,0.13425804763151009,0.024600889819419
MN908947.3,21563,25384,S,3821,3821,3821,3816,3336,3013,2567,664,352,0adgio1o2o3o4o5,illumina_ss: pwrb,1.0,1.0,0.998691442030882,0.8730698769955509,0.7885370321905261,0.6718136613451976,0.17377649829887465,0.09212248102590945
MN908947.3,21563,25384,S,3821,3609,3583,3488,3011,2393,1904,463,3,0adgio1,illumina_ss: pwrb,0.9445171421093954,0.9377126406699817,0.912850039256739,0.7880136090028789,0.6262758440198901,0.49829887464014655,0.12117246794032975,0.0007851347814708192
MN908947.3,21563,25384,S,3821,3583,3583,3316,2985,2522,2025,723,579,o2o3o4o5,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.8678356451190787,0.7812091075634651,0.6600366396231353,0.5299659774928029,0.18921748233446742,0.1515310128238681
MN908947.3,21563,25384,S,3821,3583,3583,3334,3088,2452,2039,656,404,0agio1o2,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.8725464538079037,0.8081654017272966,0.6417168280554829,0.5336299398063334,0.1716828055482858,0.10573148390473698
MN908947.3,21563,25384,S,3821,3583,3583,3457,3053,2306,1922,654,373,0o5o3o4,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9047369798482072,0.7990054959434703,0.6035069353572363,0.5030096833289714,0.17115938236063857,0.09761842449620518
MN908947.3,21563,25384,S,3821,3608,3583,3583,3577,3081,2849,1615,664,adgio1o2o3,illumina_ss: pwrb,0.9442554305155718,0.9377126406699817,0.9377126406699817,0.93614237110704,0.8063334205705313,0.7456163308034546,0.4226642240251243,0.17377649829887465
MN908947.3,21563,25384,S,3821,3583,3583,3583,3583,3365,3180,2241,1105,agio3o4o5,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8806595132164355,0.8322428683590684,0.5864956817587019,0.28919131117508506
MN908947.3,21563,25384,S,3821,3583,3583,3583,3583,3080,2960,1863,768,o1o2o3o4o5,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8060717089767077,0.7746663177178749,0.4875686992933787,0.20099450405652972
MN908947.3,21563,25384,S,3821,3305,3171,3083,2849,2490,2030,457,218,0,illumina_ss: pwrb,0.8649568175870191,0.8298874640146559,0.8068568437581785,0.7456163308034546,0.6516618686207799,0.5312745354619209,0.11960219837738811,0.05705312745354619
MN908947.3,21563,25384,S,3821,1534,1534,1463,1193,1038,873,0,0,o1o2,illumina_ss: pwrb,0.4014655849254122,0.4014655849254122,0.38288406176393613,0.3122219314315624,0.2716566343889034,0.22847422140800838,0.0,0.0
MN908947.3,21563,25384,S,3821,3583,3583,3340,3032,2322,2102,1125,615,o3,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.8741167233708453,0.7935095524731746,0.607694320858414,0.5501177702172206,0.29442554305155716,0.16095263020151793
MN908947.3,21563,25384,S,3821,3821,3821,3821,3706,2955,2341,1095,576,o5,illumina_ss: pwrb,1.0,1.0,1.0,0.9699031667102853,0.7733577597487569,0.6126668411410625,0.286574195236849,0.15074587804239728
MN908947.3,21563,25384,S,3821,3285,3139,3003,2533,2232,1805,690,360,o4,illumina_ss: pwrb,0.8597225857105469,0.8215126930123005,0.78591991625229,0.662915467155195,0.5841402774142894,0.4723894268516095,0.1805809997382884,0.0942161737764983
MN908947.3,21563,25384,S,3821,3583,3583,3583,3253,2786,2500,1218,565,0-2,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8513478147081915,0.7291285003925674,0.654278984559016,0.31876472127715255,0.1478670505103376
MN908947.3,21563,25384,S,3821,3583,3583,3364,3124,2559,2141,741,218,a,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.8803978016226118,0.8175870191049464,0.6697199685946087,0.5603245223763412,0.19392829102329234,0.05705312745354619
MN908947.3,21563,25384,S,3821,3583,3387,2787,2718,2006,1757,547,215,g,illumina_ss: pwrb,0.9377126406699817,0.8864171682805548,0.729390211986391,0.7113321120125622,0.5249934572101544,0.4598272703480764,0.14315624182151268,0.05626799267207537
MN908947.3,21563,25384,S,3821,3583,3583,3561,3118,2583,2342,1102,302,i,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9319549856058623,0.8160167495420048,0.6760010468463753,0.6129285527348861,0.2884061763936142,0.07903690133472913
MN908947.3,21563,25384,S,3821,3336,3225,2776,2321,1651,1319,534,219,d,illumina_ss: pwrb,0.8730698769955509,0.8440198900811305,0.7265113844543313,0.6074326092645904,0.4320858414027741,0.34519759225333685,0.1397539911018058,0.0573148390473698
MN908947.3,21563,25384,S,3821,3285,3285,3163,2907,2282,1913,655,239,0-3,illumina_ss: pwrb,0.8597225857105469,0.8597225857105469,0.827793771264067,0.7607956032452238,0.5972258571054698,0.500654278984559,0.17142109395446217,0.06254907092384193
MN908947.3,21563,25384,S,3821,3584,3583,3583,3583,3060,2622,1169,442,o3-2,illumina_ss: pwrb,0.9379743522638053,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8008374771002356,0.6862077990054959,0.30594085317979586,0.11567652447003403
MN908947.3,21563,25384,S,3821,3542,2875,2165,2139,1520,1231,569,262,o5-2,illumina_ss: pwrb,0.9269824653232138,0.7524208322428684,0.5666056006281078,0.559801099188694,0.39780162261188173,0.32216697199685945,0.14891389688563203,0.06856843758178487
MN908947.3,21563,25384,S,3821,3583,3052,2753,2537,1390,1008,605,284,o5-3,illumina_ss: pwrb,0.9377126406699817,0.7987437843496467,0.7204920177963884,0.6639623135304894,0.3637791154148129,0.2638052865741952,0.15833551426328185,0.07432609264590422
MN908947.3,21563,25384,S,3821,3610,3583,3583,3583,3020,2881,1718,795,o4-2,illumina_ss: pwrb,0.944778853703219,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.7903690133472913,0.75399110180581,0.44962051818895576,0.2080607170897671
MN908947.3,21563,25384,S,3821,3583,3583,3452,2529,2248,1886,847,573,o4-3,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9034284218790892,0.6618686207799005,0.5883276629154671,0.49358806595132165,0.2216697199685946,0.14996074326092645
MN908947.3,21563,25384,S,3821,3583,3583,3312,3038,2404,2171,988,587,o2-2,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.8667887987437843,0.7950798220361162,0.6291546715519497,0.5681758701910494,0.2585710546977231,0.15362470557445695
MN908947.3,21563,25384,S,3821,3583,3583,3583,3098,2673,2151,709,574,o2o3o4o5-2,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8107825176655326,0.6995550902904999,0.5629416383145773,0.18555352002093692,0.15022245485475005
MN908947.3,21563,25384,S,3821,3583,3539,3299,2895,2219,1767,683,425,o2o3o4o5-3,illumina_ss: pwrb,0.9377126406699817,0.926197330541743,0.8633865480240774,0.7576550641193405,0.5807380266945825,0.46244438628631246,0.17874901858152317,0.11122742737503272
MN908947.3,21563,25384,S,3821,3583,3583,3583,3365,2850,2263,1047,569,0adgio1-2,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.8806595132164355,0.7458780423972782,0.5922533368228212,0.27401203873331587,0.14891389688563203
MN908947.3,21563,25384,S,3821,3583,3583,3583,3562,3150,2889,1839,657,0aio1o2o3o4o5,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.9322166971996859,0.8243915205443602,0.7560847945563989,0.48128762104161216,0.1719445171421094
MN908947.3,21563,25384,S,3821,3285,3174,2882,2634,1481,1062,402,3,0-4,illumina_ss: pwrb,0.8597225857105469,0.8306725987961266,0.7542528133996336,0.6893483381313792,0.38759487045276103,0.27793771264066996,0.10520806071708977,0.0007851347814708192
MN908947.3,21563,25384,S,3821,3583,3583,3583,3561,3111,2956,1597,964,a-2,illumina_ss: pwrb,0.9377126406699817,0.9377126406699817,0.9377126406699817,0.9319549856058623,0.8141847683852395,0.7736194713425805,0.41795341533629937,0.2522899764459566
MN908947.3,21563,25384,S,3821,3261,2912,2687,2343,1912,1601,401,233,g-2,illumina_ss: pwrb,0.8534415074587804,0.7621041612143418,0.7032190526040304,0.6131902643287097,0.5003925673907355,0.4190002617115938,0.10494634912326616,0.06097880136090029
MN908947.3,21563,25384,S,3821,3609,3583,3443,3333,2866,2512,998,266,i-2,illumina_ss: pwrb,0.9445171421093954,0.9377126406699817,0.9010730175346768,0.87228474221408,0.7500654278984559,0.6574195236848992,0.26118817063595917,0.0696152839570793
MN908947.3,21563,25384,S,3821,3583,3271,3170,2752,2412,2202,1042,498,d-2,illumina_ss: pwrb,0.9377126406699817,0.8560586233970164,0.8296257524208323,0.7202303062025648,0.6312483643025386,0.5762889295995812,0.27270348076419787,0.130332373724156
