chrom,start,end,gene,mean_coverage,mixture,batch
MN908947.3,1,29903,whole genome,2776.58,o2o3o4o5-3,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,2438.2,0adgio1-2,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,4970.88,0aio1o2o3o4o5,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,1338.89,0-4,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,3791.87,a-2,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,812.69,g-2,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,2227.97,i-2,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,4442.42,d-2,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,1101.01,o1-2,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,3781.26,o2-3,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,3621.53,o3-4,illumina_ss: nwrb
MN908947.3,1,29903,whole genome,4475.49,0adgio1o2o3o4o5,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,2964.81,0adgio1,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,5872.2,o2o3o4o5,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,4912.21,0agio1o2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,4534.39,0o5o3o4,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,8899.7,adgio1o2o3,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,9851.36,agio3o4o5,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,11232.87,o1o2o3o4o5,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,3524.68,0,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,975.19,o1o2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,8649.96,o3,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,7868.29,o5,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,5086.72,o4,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,5951.15,0-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,3837.86,a,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,2569.48,g,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,4764.97,i,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,3981.36,d,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,4168.61,0-3,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,7072.25,o3-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,3164.62,o5-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,3263.82,o5-3,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,9612.2,o4-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,7424.68,o4-3,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,7881.76,o2-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,8363.87,o2o3o4o5-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,5102.2,o2o3o4o5-3,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,6748.48,0adgio1-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,8978.32,0aio1o2o3o4o5,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,2365.41,0-4,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,9666.97,a-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,2384.75,g-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,4655.57,i-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,7357.6,d-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,4056.61,o1-2,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,7693.37,o2-3,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,7759.88,o3-4,illumina_ss: pwrb
MN908947.3,1,29903,whole genome,1738.2,0adgio1o2o3o4o5,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,10513.58,0adgio1,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,2587.16,o2o3o4o5,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,1397.4,0agio1o2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,3566.65,0o5o3o4,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,10800.77,adgio1o2o3,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,7367.05,agio3o4o5,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,6689.08,o1o2o3o4o5,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,4810.46,0,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,5895.9,o1o2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,3986.7,o3,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,8176.49,o5,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,1433.49,o4,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,7687.33,0-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,4404.01,a,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,2193.88,g,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,3785.53,i,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,1341.43,d,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,77.99,0-3,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,7364.14,o3-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,2363.1,o5-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,1072.14,o5-3,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,7725.4,o4-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,5633.92,o4-3,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,4869.94,o2-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,14084.21,o2o3o4o5-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,3571.75,o2o3o4o5-3,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,2375.51,0adgio1-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,8091.71,0aio1o2o3o4o5,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,720.63,0-4,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,3980.64,a-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,4521.39,g-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,2154.47,i-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,6378.69,d-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,3548.86,o1-2,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,2473.22,o2-3,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,6719.02,o3-4,illumina_minimap2: wb
MN908947.3,1,29903,whole genome,823.97,0adgio1o2o3o4o5,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1205.82,0adgio1,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1105.89,o2o3o4o5,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1382.58,0agio1o2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1028.56,0o5o3o4,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1741.17,adgio1o2o3,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,2479.5,agio3o4o5,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1631.93,o1o2o3o4o5,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1507.62,0,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1034.95,o1o2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1094.55,o3,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1777.16,o5,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1217.83,o4,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1712.75,0-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1657.28,a,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1692.74,g,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1112.38,i,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,888.62,d,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,636.14,0-3,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1616.42,o3-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1545.47,o5-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,951.97,o5-3,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1634.78,o4-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1162.08,o4-3,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1346.02,o2-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,2044.41,o2o3o4o5-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1573.77,o2o3o4o5-3,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1419.41,0adgio1-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,2515.34,0aio1o2o3o4o5,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1123.89,0-4,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,983.0,a-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1426.02,g-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,853.28,i-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1275.12,d-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1330.01,o1-2,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1431.7,o2-3,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1147.41,o3-4,illumina_minimap2: nwrb
MN908947.3,1,29903,whole genome,1298.5,0adgio1o2o3o4o5,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1939.99,0adgio1,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,2509.64,o2o3o4o5,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,2850.3,0agio1o2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1450.69,0o5o3o4,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,2399.22,adgio1o2o3,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,3058.28,agio3o4o5,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,2160.79,o1o2o3o4o5,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,725.48,0,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1847.59,o1o2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1408.2,o3,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1729.27,o5,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1780.97,o4,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1649.43,0-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1401.33,a,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1915.07,g,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1591.41,i,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1663.04,d,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1231.75,0-3,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1221.22,o3-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1098.09,o5-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1843.24,o5-3,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1021.1,o4-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1094.03,o4-3,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1514.37,o2-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1937.45,o2o3o4o5-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1990.67,o2o3o4o5-3,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1897.81,0adgio1-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1445.65,0aio1o2o3o4o5,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1286.56,0-4,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1779.62,a-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1179.31,g-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1576.42,i-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1249.21,d-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1280.96,o1-2,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1966.56,o2-3,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1796.48,o3-4,illumina_minimap2: pwrb
MN908947.3,1,29903,whole genome,1738.68,0adgio1o2o3o4o5,illumina_bwa: wb
MN908947.3,1,29903,whole genome,10515.15,0adgio1,illumina_bwa: wb
MN908947.3,1,29903,whole genome,2589.25,o2o3o4o5,illumina_bwa: wb
MN908947.3,1,29903,whole genome,1400.1,0agio1o2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,3573.61,0o5o3o4,illumina_bwa: wb
MN908947.3,1,29903,whole genome,10806.47,adgio1o2o3,illumina_bwa: wb
MN908947.3,1,29903,whole genome,7367.6,agio3o4o5,illumina_bwa: wb
MN908947.3,1,29903,whole genome,6691.23,o1o2o3o4o5,illumina_bwa: wb
MN908947.3,1,29903,whole genome,4810.76,0,illumina_bwa: wb
MN908947.3,1,29903,whole genome,5899.52,o1o2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,3995.46,o3,illumina_bwa: wb
MN908947.3,1,29903,whole genome,8191.39,o5,illumina_bwa: wb
MN908947.3,1,29903,whole genome,1426.67,o4,illumina_bwa: wb
MN908947.3,1,29903,whole genome,7687.44,0-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,4404.4,a,illumina_bwa: wb
MN908947.3,1,29903,whole genome,2194.53,g,illumina_bwa: wb
MN908947.3,1,29903,whole genome,3785.81,i,illumina_bwa: wb
MN908947.3,1,29903,whole genome,1342.94,d,illumina_bwa: wb
MN908947.3,1,29903,whole genome,78.62,0-3,illumina_bwa: wb
MN908947.3,1,29903,whole genome,7367.73,o3-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,2363.35,o5-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,1076.11,o5-3,illumina_bwa: wb
MN908947.3,1,29903,whole genome,7726.34,o4-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,5640.72,o4-3,illumina_bwa: wb
MN908947.3,1,29903,whole genome,4873.94,o2-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,14090.93,o2o3o4o5-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,3572.69,o2o3o4o5-3,illumina_bwa: wb
MN908947.3,1,29903,whole genome,2379.45,0adgio1-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,8093.78,0aio1o2o3o4o5,illumina_bwa: wb
MN908947.3,1,29903,whole genome,720.72,0-4,illumina_bwa: wb
MN908947.3,1,29903,whole genome,3984.09,a-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,4552.89,g-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,2154.79,i-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,6378.86,d-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,3549.31,o1-2,illumina_bwa: wb
MN908947.3,1,29903,whole genome,2473.76,o2-3,illumina_bwa: wb
MN908947.3,1,29903,whole genome,6721.46,o3-4,illumina_bwa: wb
MN908947.3,1,29903,whole genome,824.19,0adgio1o2o3o4o5,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1205.92,0adgio1,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1106.29,o2o3o4o5,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1383.07,0agio1o2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1028.71,0o5o3o4,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1741.83,adgio1o2o3,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,2479.84,agio3o4o5,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1632.46,o1o2o3o4o5,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1507.62,0,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1035.49,o1o2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1095.08,o3,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1777.34,o5,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1217.98,o4,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1712.8,0-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1657.25,a,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1692.81,g,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1112.42,i,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,888.57,d,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,636.16,0-3,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1617.4,o3-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1545.74,o5-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,951.97,o5-3,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1634.8,o4-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1162.12,o4-3,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1346.61,o2-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,2044.96,o2o3o4o5-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1574.17,o2o3o4o5-3,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1419.56,0adgio1-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,2516.05,0aio1o2o3o4o5,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1125.34,0-4,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,983.02,a-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1426.12,g-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,853.36,i-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1275.47,d-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1330.08,o1-2,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1432.44,o2-3,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1147.88,o3-4,illumina_bwa: nwrb
MN908947.3,1,29903,whole genome,1300.99,0adgio1o2o3o4o5,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1940.34,0adgio1,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,2510.95,o2o3o4o5,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,2852.28,0agio1o2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1451.41,0o5o3o4,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,2400.76,adgio1o2o3,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,3058.57,agio3o4o5,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,2167.0,o1o2o3o4o5,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,725.52,0,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1849.08,o1o2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1409.23,o3,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1729.69,o5,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1784.96,o4,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1649.56,0-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1401.47,a,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1915.28,g,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1591.45,i,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1663.09,d,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1231.67,0-3,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1221.95,o3-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1098.22,o5-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1843.48,o5-3,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1021.18,o4-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1094.11,o4-3,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1515.35,o2-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1938.52,o2o3o4o5-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1991.64,o2o3o4o5-3,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1898.46,0adgio1-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1446.21,0aio1o2o3o4o5,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1286.55,0-4,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1779.67,a-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1179.38,g-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1578.67,i-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1249.27,d-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1281.57,o1-2,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1967.1,o2-3,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,1797.47,o3-4,illumina_bwa: pwrb
MN908947.3,1,29903,whole genome,994.17,0adgio1o2o3o4o5,cg: wb
MN908947.3,1,29903,whole genome,1719.47,0adgio1,cg: wb
MN908947.3,1,29903,whole genome,1554.24,o2o3o4o5,cg: wb
MN908947.3,1,29903,whole genome,1477.36,0agio1o2,cg: wb
MN908947.3,1,29903,whole genome,1472.03,0o5o3o4,cg: wb
MN908947.3,1,29903,whole genome,2240.85,adgio1o2o3,cg: wb
MN908947.3,1,29903,whole genome,2143.92,agio3o4o5,cg: wb
MN908947.3,1,29903,whole genome,2120.99,o1o2o3o4o5,cg: wb
MN908947.3,1,29903,whole genome,1399.04,0,cg: wb
MN908947.3,1,29903,whole genome,1649.36,o1o2,cg: wb
MN908947.3,1,29903,whole genome,1552.6,o3,cg: wb
MN908947.3,1,29903,whole genome,1730.16,o5,cg: wb
MN908947.3,1,29903,whole genome,1514.05,o4,cg: wb
MN908947.3,1,29903,whole genome,1954.6,0-2,cg: wb
MN908947.3,1,29903,whole genome,1761.43,a,cg: wb
MN908947.3,1,29903,whole genome,1088.43,g,cg: wb
MN908947.3,1,29903,whole genome,1661.53,i,cg: wb
MN908947.3,1,29903,whole genome,1115.24,d,cg: wb
